87551	346462	206107	False	False	False	False	1	5	0	False	0	0	False	1	28977	acceptor	0	False	1	28979	False	(913,3037)	(23271,24506)	3	3	0	0.006902502157031924	0/1160	1017	
87551	327291	206107	True	False	False	True	2	4	-1	False	0	0	False	1	23709	acceptor	0	False	1	24914	False	(3267,5388)	(23271,23604)	3	3	0	0.006902502157031924	0/1160	1032	
87551	218108	206117	False	False	False	False	3	5	0	False	0	0	False	1	23063	acceptor	0	False	1	23063	False	(5986,6954)	(23271,24914)	3	3	0	0.006902502157031924	0/1160	1023	
87551	218108	206070	False	False	False	False	3	4	0	False	0	0	False	1	24914	acceptor	0	False	1	24914	False	(5986,6954)	(24914,28111)	3	3	0	0.006902502157031924	0/1160	1022	
87296	87295	85699	False	False	False	False	0	1	4	False	0	0	False	4	28883	donor	0	False	4	28883	False	(241,3602)	(25906,28133)	4	3	0	0.006902502157031924	0/1160	1051	
87551	346017	206107	False	False	False	False	2	5	5	False	0	0	False	3	28883	donor	0	False	3	28885	False	(5388,5388)	(23604,24506)	3	3	0	0.006902502157031924	0/1160	1029	
87555	87554	161117	False	False	False	False	0	2	3	False	0	0	False	3	28282	donor	0	False	3	28282	False	(5388,6954)	(28111,28280)	3	3	0	0.006902502157031924	0/1160	1008	
87555	87554	161125	False	False	False	False	0	1	3	False	0	0	False	3	28282	donor	0	False	3	28282	False	(0,5388)	(24506,28111)	3	3	0	0.006902502157031924	0/1160	1013	
87296	87295	85698	False	False	False	False	0	5	4	False	0	0	False	4	28883	donor	0	False	4	28883	False	(0,241)	(25906,28133)	4	3	0	0.006902502157031924	0/1160	1054	
87551	218108	206097	False	False	False	False	3	4	0	False	0	0	False	1	24914	acceptor	0	False	1	24914	False	(6954,14676)	(24914,28977)	3	3	0	0.006902502157031924	0/1160	1018	
87551	239650	218108	False	False	False	False	0	3	7	False	0	0	False	1	23709	acceptor	0	False	1	28744	False	(0,241)	(14676,15279)	3	3	0	0.006902502157031924	0/1160	1040	
87555	87554	161098	False	False	False	False	0	4	3	False	0	0	False	3	28282	donor	0	False	3	28282	False	(0,5388)	(28111,28280)	3	3	0	0.006902502157031924	0/1160	1012	
87551	218108	239650	False	False	False	False	3	7	0	False	0	0	False	1	28744	acceptor	0	False	1	28744	False	(14676,15279)	(28881,28977)	3	3	0	0.006902502157031924	0/1160	1036	
87551	206271	206120	False	False	False	False	1	5	1	False	0	0	False	1	16176	acceptor	0	False	1	28048	False	(3037,3037)	(16176,23063)	3	3	0	0.006902502157031924	0/1160	1035	
87551	206255	206120	False	False	False	False	2	5	2	False	0	0	False	1	16176	acceptor	0	False	1	28048	False	(3267,5388)	(16176,23063)	3	3	0	0.006902502157031924	0/1160	1033	
87551	346462	206073	False	False	False	False	1	2	0	False	0	0	False	1	28977	acceptor	0	False	1	28977	False	(913,3037)	(24506,24914)	3	3	0	0.006902502157031924	0/1160	1016	
87551	218108	206055	False	False	False	False	3	11	0	False	0	0	False	1	28111	acceptor	0	False	1	28111	False	(5986,6954)	(28111,28282)	3	3	0	0.006902502157031924	0/1160	1021	
87551	218108	161117	False	False	False	False	3	10	0	False	0	0	False	3	28282	acceptor	0	False	3	28282	False	(5986,6954)	(28282,28883)	3	3	0	0.006902502157031924	0/1160	1020	
87296	87295	168074	False	False	False	False	0	6	4	False	0	0	False	4	28883	donor	0	False	4	28883	False	(0,241)	(28133,28651)	4	3	0	0.006902502157031924	0/1160	1053	
87551	15281	87550	False	False	False	False	0	3	15	False	0	0	False	3	28883	donor	0	False	3	28883	False	(0,241)	(5388,6954)	3	3	0	0.006902502157031924	0/1160	1039	
87551	62809	206065	False	False	False	False	2	8	2	False	0	0	False	3	28883	donor	0	False	3	28883	False	(5388,5388)	(28048,28111)	3	3	0	0.006902502157031924	0/1160	1026	
87555	87554	223696	False	False	False	False	0	2	3	False	0	0	False	3	28282	donor	0	False	3	28282	False	(5388,14676)	(28048,28280)	3	3	0	0.006902502157031924	0/1160	1009	
87298	85699	206123	False	False	False	False	3	9	0	False	0	0	False	3	28282	acceptor	0	False	3	28282	False	(15324,15324)	(28881,28883)	4	4	1	0.020851433536055605	0/1154	1047	
87298	85699	206123	False	False	False	False	3	9	0	False	0	0	False	3	28282	acceptor	0	False	3	28282	False	(8983,14408)	(28881,28883)	4	4	1	0.020851433536055605	0/1154	1044	
87551	62809	206055	False	False	False	False	2	11	2	False	0	0	False	3	28883	donor	0	False	3	28883	False	(5388,5388)	(28111,28282)	3	3	0	0.006902502157031924	0/1160	1025	
87298	85699	15325	False	False	False	False	3	8	1	False	0	0	False	3	28883	acceptor	0	False	3	28883	False	(15324,15324)	(28883,28977)	4	4	1	0.020851433536055605	0/1154	1046	
87551	218108	15321	False	False	False	False	2	14	0	False	0	0	False	3	28883	acceptor	0	False	3	28883	False	(5986,6954)	(28883,28977)	3	3	0	0.006902502157031924	0/1160	1019	
